2024-01-11 17:12:46
Post Name : C-BIO_2

Batch Name : 20221003 PHNPhVal

Date;1TE01 - Temperature;1AE02 - Oxygene dissous;1AE03 - pH;1AE05 - Libre 1;1AE06 - Libre 2;1MT01 - Agitation;1PP23 - Pompe 01PP23;1AE01 - Anti-Mousse;1FV50 - Air;1SC01 - Agitation_MV;1SC01 - Agitation_SP;1SC01 - Agitation_OUT;1TC01 - Temperature_MV;1TC01 - Temperature_SP;1TC01 - Temperature_OUT;1AC03 - Oxygene Dissous_MV;1AC03 - Oxygene Dissous_SP;1AC03 - Oxygene Dissous_OUT;1AC04 - pH_MV;1AC04 - pH_SP;1AC04 - pH_OUT;1AC01 - Anti Mousse_MV;1AC01 - Anti Mousse_SP;1AC01 - Anti Mousse_OUT;1PC23 - Pompe 01PP23_MV;1PC23 - Pompe 01PP23_SP;1PC23 - Pompe 01PP23_OUT;1FC50 - Air_MV;1FC50 - Air_SP;1FC50 - Air_OUT;1AC05 - Libre 1_MV;1AC05 - Libre 1_SP;1AC05 - Libre 1_OUT;1AC06 - Libre 2_MV;1AC06 - Libre 2_SP;1AC06 - Libre 2_OUT;1XC01 - Calcul 1_MV;1XC01 - Calcul 1_SP;1XC01 - Calcul 1_OUT;1XC02 - Calcul 2_MV;1XC02 - Calcul 2_SP;1XC02 - Calcul 2_OUT;1XC03 - Calcul 3_MV;1XC03 - Calcul 3_SP;1XC03 - Calcul 3_OUT;1XC04 - Calcul 4_MV;1XC04 - Calcul 4_SP;1XC04 - Calcul 4_OUT;1XC05 - Calcul 5_MV;1XC05 - Calcul 5_SP;1XC05 - Calcul 5_OUT;1XC06 - Calcul 6_MV;1XC06 - Calcul 6_SP;1XC06 - Calcul 6_OUT;COMMENT;
04/10/2022 08:04:54;30,13578;2,412361;6,798825;-0,149597;-109,183167;800;8;100;9,999347;800;800;80;30,13578;30;5,20133;2,412361;30;100;6,798825;7;0;100;0;0;8;10;0;9,999347;10;100;-0,149597;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:05:24;30,129795;2,412361;6,796487;-0,169617;-109,183167;800;8;100;10,004251;800;800;80;30,153751;30;4,85392;2,412361;30;100;6,80865;7;0;100;0;0;8;10;0;10,004251;10;100;-0,149597;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:05:54;30,171726;3,085423;6,810521;-0,089462;-109,183167;800;8;100;9,997279;800;800;80;30,162739;30;4,814689;3,105419;30;100;6,810989;7;0;100;0;0;8;10;0;9,997279;10;100;-0,109512;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:06:24;30,168724;6,024246;6,824089;-0,169617;-109,183167;800;8;100;10,001544;800;800;80;30,168724;30;4,774753;6,024246;30;100;6,824089;7;0;100;0;0;8;10;0;10,001544;10;100;-0,169617;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:06:54;30,138779;15,500458;6,861985;-0,109512;-109,183167;727,333374;8;0;7,123399;727,333374;727,299927;72,729996;30,138779;30;5,021119;15,500458;30;81,824989;6,861985;7;0;0;0;0;8;10;0;7,123399;7,12229;71,2229;-0,109512;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:07:24;30,171726;29,361588;6,835318;-0,109512;-109,183167;483,666656;8;0;0,497633;483,666656;483,751953;48,375195;30,162739;30;5,017155;29,361588;30;20,937984;6,839996;7;0;0;0;0;8;10;0;0,497633;0,5;5;-0,089462;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:07:54;30,171726;25,429825;6,842336;6,382584;-109,183167;450,333344;8;0;0,500386;450,333344;450,386505;45,038651;30,171726;30;4,667396;25,429825;30;12,596624;6,842336;7;0;0;0;0;8;10;0;0,500386;0,5;5;6,382584;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:08:24;30,162739;14,214302;6,853564;-0,089462;-109,183167;700,666687;8;0;6,073947;700,666687;700,726501;70,072647;30,162739;30;4,599674;14,214302;30;75,181625;6,853564;7;0;0;0;0;8;10;0;6,073947;6,070424;60,704239;-0,089462;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:08:54;30,171726;7,91016;6,85216;-0,149597;-109,183167;800;8;0;9,981063;800;800;80;30,171726;30;4,560208;7,91016;30;100;6,85216;7;0;0;0;0;8;10;0;9,981063;10;100;-0,149597;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:09:24;30,198673;5,157928;6,839061;-0,109512;-109,183167;800;8;0;9,995599;800;800;80;30,207657;30;4,237024;5,1446;30;100;6,826429;7;0;0;0;0;8;10;0;9,99879;10;100;-0,109512;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:09:54;30,201672;3,765152;6,832511;-0,149597;-109,183167;800;8;0;9,997545;800;800;80;30,201672;30;4,132301;3,765152;30;100;6,832511;7;0;0;0;0;8;10;0;9,997545;10;100;-0,149597;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:10:24;30,231617;3,085423;6,844675;-0,149597;-109,183167;800;8;0;9,996152;800;800;80;30,231617;30;3,709028;3,085423;30;100;6,844675;7;0;0;0;0;8;10;0;9,996152;10;100;-0,149597;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:10:54;30,273548;2,825527;6,810521;-0,149597;-109,183167;800;8;0;9,997474;800;800;80;30,273548;30;3,482337;2,825527;30;100;6,810521;7;0;0;0;0;8;10;0;9,997474;10;100;-0,149597;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:11:24;30,300495;2,412361;6,799761;-0,109512;-109,183167;800;8;0;9,999609;800;800;80;30,300495;30;3,078593;2,412361;30;100;6,799761;7;2,053852;0;0;0;8;10;0;9,999609;10;100;-0,109512;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:11:54;30,303493;2,399033;6,803504;-0,109512;-109,183167;800;8;0;9,995408;800;800;80;30,300495;30;3,008123;2,412361;30;100;6,811925;7;0;0;0;0;8;10;0;9,999404;10;100;-0,149597;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:12:24;30,339432;3,085423;6,813329;-0,109512;-109,183167;800;8;0;9,998372;800;800;80;30,339432;30;2,619608;3,085423;30;100;6,813329;7;0;0;0;0;8;10;0;9,998372;10;100;-0,109512;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:12:54;30,333439;3,085423;6,824089;-0,209686;-109,183167;800;8;0;9,999263;800;800;80;30,333439;30;2,540917;3,072094;30;100;6,823153;7;0;0;0;0;8;10;0;9,999263;10;100;-0,149597;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:13:24;30,32745;2,412361;6,807246;-0,049393;-109,183167;800;8;0;9,999414;800;800;80;30,32745;30;2,149114;2,412361;30;100;6,807246;7;2,184849;0;0;0;8;10;0;9,999414;10;100;-0,049393;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:13:54;30,366383;2,412361;6,80865;-0,169617;-109,183167;800;8;100;10,002955;800;800;80;30,366383;30;2,008219;2,412361;30;100;6,80865;7;0;100;0;0;8;10;0;10,002955;10;100;-0,169617;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:14:24;30,372368;2,445679;6,837657;-0,149597;-109,183167;800;8;100;9,999574;800;800;80;30,372368;30;1,977638;2,445679;30;100;6,837657;7;0;100;0;0;8;10;0;9,999574;10;100;-0,149597;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:14:54;30,396328;2,42569;6,800697;-0,149597;-109,183167;800;8;100;10,002471;800;800;80;30,396328;30;1,547551;2,42569;30;100;6,800697;7;0;100;0;0;8;10;0;10,002471;10;100;-0,149597;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:15:24;30,402321;2,485664;6,83485;-0,089462;-109,183167;800;8;100;10,002448;800;800;80;30,396328;30;1,509526;2,485664;30;100;6,804908;7;0;100;0;0;8;10;0;9,996476;10;100;-0,089462;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:15:54;30,429272;2,42569;6,811925;-0,109512;-109,183167;800;8;100;9,999489;800;800;80;30,429272;30;1,125978;2,42569;30;100;6,83672;7;0;100;0;0;8;10;0;10,000319;10;100;-0,109512;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:16:24;30,429272;2,459007;6,814264;-0,089462;-109,183167;800;8;100;10,000159;800;800;80;30,429272;30;0,938506;2,459007;30;100;6,814264;7;0;100;0;0;8;10;0;10,000159;10;100;-0,089462;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:16:54;30,435261;3,092091;6,828768;-0,149597;-109,183167;800;8;100;9,996118;800;800;80;30,441254;30;0,894104;3,092091;30;100;6,784323;7;2,124033;100;0;0;8;10;0;9,996118;10;100;-0,149597;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:17:24;30,441254;4,171658;6,831107;-0,089462;-109,183167;800;8;100;9,99607;800;800;80;30,441254;30;0,679388;4,171658;30;100;6,831107;7;0;100;0;0;8;10;0;9,99607;10;100;-0,089462;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:17:54;30,402321;14,134338;6,809586;-0,149597;-109,183167;743,666626;8;100;7,769653;743,666626;743,58667;74,358665;30,402321;30;1,008493;14,340927;30;85,896675;6,810521;7;0;100;0;0;8;10;0;7,769653;7,766974;77,669739;-0,149597;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:18:24;30,396328;23,137405;6,835318;5,60112;-109,183167;598;8;100;1,999632;598;597,901001;59,7901;30,396328;30;0,829947;23,137405;30;49,475258;6,835318;7;0;100;0;0;8;10;0;1,999632;2,000249;20,002493;5,60112;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:18:54;30,396328;21,777946;6,830172;-0,169617;-109,183167;519,333313;8;0;0,500248;519,333313;519,249634;51,924961;30,396328;30;0,763937;21,777946;30;29,812412;6,830172;7;0;0;0;0;8;10;0;0,500248;0,5;5;-0,169617;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:19:24;30,396328;12,095158;6,812861;-0,089462;-109,183167;727;8;0;7,115911;727;727,057495;72,70575;30,396328;30;0,726147;12,095158;30;81,764366;6,812861;7;0;0;0;0;8;10;0;7,115911;7,112691;71,126915;-0,089462;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:19:54;30,372368;6,777283;6,820814;-0,149597;-109,183167;800;8;0;9,940206;800;800;80;30,372368;30;0,859339;6,777283;30;100;6,820814;7;0;0;0;0;8;10;0;9,940206;10;100;-0,149597;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:20:24;30,405315;4,898033;6,782452;-0,109512;-109,183167;800;8;0;9,97123;800;800;80;30,402321;30;0,539638;4,911362;30;100;6,813329;7;2,184849;0;0;0;8;10;0;9,97123;10;100;-0,109512;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:20:54;30,402321;3,785145;6,809586;-0,169617;-109,183167;800;8;0;9,981613;800;800;80;30,402321;30;0,389509;3,785145;30;100;6,809586;7;0;0;0;0;8;10;0;9,981613;10;100;-0,169617;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:21:24;30,402321;3,105419;6,809586;-0,169617;-109,183167;800;8;0;9,985674;800;800;80;30,396328;30;-0,017995;3,105419;30;100;6,810521;7;0;0;0;0;8;10;0;9,985674;10;100;-0,169617;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:21:54;30,402321;3,085423;6,80865;-0,169617;-109,183167;800;8;0;9,985552;800;800;80;30,402321;30;0,198304;3,085423;30;100;6,814732;7;0;0;0;0;8;10;0;9,985552;10;100;-0,149597;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:22:24;30,402321;3,138737;6,824089;-0,109512;-109,183167;800;8;0;9,987846;800;800;80;30,402321;30;0,075691;3,138737;30;100;6,824089;7;0;0;0;0;8;10;0;9,987846;10;100;-0,109512;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:22:54;30,396328;2,812199;6,824089;-0,149597;-109,183167;800;8;0;9,986476;800;800;80;30,396328;30;0,010621;2,812199;30;100;6,824089;7;0;0;0;0;8;10;0;9,986476;10;100;-0,149597;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:23:24;30,402321;2,399033;6,814732;-0,109512;-109,183167;800;8;0;9,995036;800;800;80;30,435261;30;-0,08921;2,399033;30;100;6,810521;7;2,025785;0;0;0;8;10;0;9,995036;10;100;-0,109512;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:23:54;30,402321;2,28574;6,810989;-0,109512;-109,183167;800;8;0;9,99713;800;800;80;30,402321;30;-0,185987;2,152466;30;100;6,807246;7;0;0;0;0;8;10;0;9,99713;10;100;-0,149597;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:24:24;30,396328;2,412361;6,838593;-0,209686;-109,183167;800;8;0;9,995202;800;800;80;30,396328;30;-0,280886;2,412361;30;100;6,838593;7;0;0;0;0;8;10;0;9,995202;10;100;-0,209686;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:24:54;30,402321;2,632271;6,850757;-0,149597;-109,183167;800;8;0;9,994982;800;800;80;30,390343;30;-0,318205;2,632271;30;100;6,832977;7;0;0;0;0;8;10;0;9,994982;10;100;-0,169617;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:25:24;30,405315;2,412361;6,807246;-0,149597;-109,183167;800;8;0;10,002703;800;800;80;30,396328;30;-0,411458;2,28574;30;100;6,847482;7;0;0;0;0;8;10;0;9,997992;10;100;-0,109512;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:25:54;30,363384;2,412361;6,796487;-0,149597;-109,183167;800;8;0;10,002634;800;800;80;30,396328;30;-0,447911;2,42569;30;100;6,810521;7;0;0;0;0;8;10;0;10,000898;10;100;-0,149597;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:26:24;30,363384;2,399033;6,808183;-0,109512;-109,183167;800;8;0;9,998991;800;800;80;30,363384;30;-0,279921;2,399033;30;100;6,808183;7;0;0;0;0;8;10;0;9,998991;10;100;-0,109512;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:26:54;30,366383;2,825527;6,80865;-0,109512;-109,183167;800;8;100;9,999756;800;800;80;30,366383;30;-0,394818;2,825527;30;100;6,80865;7;0;100;0;0;8;10;0;9,999756;10;100;-0,109512;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:27:24;30,366383;2,632271;6,827832;-0,049393;-109,183167;800;8;100;10,002597;800;800;80;30,363384;30;-0,481026;2,632271;30;100;6,803504;7;0;100;0;0;8;10;0;10,002597;10;100;-0,049393;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:27:54;30,333439;3,138737;6,810989;-0,169617;-109,183167;800;8;100;9,99753;800;800;80;30,333439;30;-0,252242;3,138737;30;100;6,810989;7;0;100;0;0;8;10;0;9,99753;10;100;-0,169617;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:28:24;30,309479;13,794476;6,810521;-0,109512;-109,183167;756;8;100;8,262416;756;756,083008;75,608299;30,309479;30;-0,046511;13,794476;30;89,020752;6,810521;7;0;100;0;0;8;10;0;8,262416;8,26162;82,616196;-0,109512;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:28:54;30,300495;24,496864;6,83672;5,541016;-109,183167;587,666626;8;100;1,590987;587,666626;587,582397;58,75824;30,300495;30;-0,174957;24,496864;30;46,895596;6,83672;7;0;100;0;0;8;10;0;1,590987;1,591803;15,918025;5,541016;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:29:24;30,270546;25,956276;6,831107;-0,149597;-109,183167;449,666656;8;100;0,500231;449,666656;449,826721;44,982674;30,270546;30;0,095092;25,956276;30;12,456679;6,831107;7;0;100;0;0;8;10;0;0,500231;0,5;5;-0,149597;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:29:54;30,264561;14,374245;6,814732;-0,209686;-109,183167;679;8;100;5,21726;679;679,113892;67,911385;30,264561;30;0,060159;14,374245;30;69,778465;6,814732;7;0;100;0;0;8;10;0;5,21726;5,214924;52,149235;-0,209686;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:30:24;30,231617;7,243759;6,818943;-0,149597;-109,183167;800;8;100;9,915854;800;800;80;30,231617;30;0,368763;7,243759;30;100;6,818943;7;0;100;0;0;8;10;0;9,915854;10;100;-0,149597;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:30:54;30,231617;5,037975;6,810521;-0,089462;-109,183167;800;8;100;9,944434;800;800;80;30,237602;30;0,314265;5,031315;30;100;6,796018;7;0;100;0;0;8;10;0;9,944434;10;100;-0,169617;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:31:24;30,231617;3,798473;6,837657;-0,089462;-109,183167;800;8;100;9,955433;800;800;80;30,231617;30;0,202966;3,798473;30;100;6,837657;7;2,147417;100;0;0;8;10;0;9,955433;10;100;-0,089462;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:31:54;30,237602;2,37904;6,829236;-0,149597;-109,183167;800;8;100;9,961607;800;800;80;30,237602;30;0,147528;2,37904;30;100;6,829236;7;0;100;0;0;8;10;0;9,961607;10;100;-0,149597;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:32:24;30,201672;2,412361;6,799761;-0,149597;-109,183167;800;8;0;9,965427;800;800;80;30,201672;30;0,148188;2,412361;30;100;6,799761;7;0;0;0;0;8;10;0;9,965427;10;100;-0,149597;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:32:54;30,201672;2,399033;6,835318;-0,149597;-109,183167;800;8;0;9,979723;800;800;80;30,201672;30;0,325305;2,399033;30;100;6,835318;7;0;0;0;0;8;10;0;9,979723;10;100;-0,149597;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:33:24;30,207657;2,392368;6,810989;-0,109512;-109,183167;800;8;0;10,002405;800;800;80;30,201672;30;0,333715;2,392368;30;100;6,80865;7;2,025785;0;0;0;8;10;0;10,002405;10;100;-0,089462;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:33:54;30,207657;2,445679;6,797421;-0,209686;-109,183167;800;8;0;10,003452;800;800;80;30,207657;30;0,286029;2,445679;30;100;6,797421;7;0;0;0;0;8;10;0;10,003452;10;100;-0,209686;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:34:24;30,201672;1,719307;6,825493;-0,169617;-109,183167;800;8;0;10,002164;800;800;80;30,201672;30;0,238812;1,732628;30;100;6,77403;7;2,025785;0;0;0;8;10;0;10,002164;10;100;-0,109512;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:34:54;30,207657;2,412361;6,784323;-0,149597;-109,183167;800;8;0;9,998357;800;800;80;30,201672;30;0,220285;2,459007;30;100;6,802568;7;0;0;0;0;8;10;0;9,999334;10;100;-0,169617;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:35:24;30,198673;2,638935;6,782452;-0,149597;-109,183167;800;8;0;10,00057;800;800;80;30,198673;30;0,431854;2,638935;30;100;6,782452;7;2,072563;0;0;0;8;10;0;10,00057;10;100;-0,149597;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:35:54;30,171726;2,399033;6,84374;-0,109512;-109,183167;800;8;0;9,99833;800;800;80;30,171726;30;0,420879;2,399033;30;100;6,84374;7;0;0;0;0;8;10;0;9,99833;10;100;-0,109512;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:36:24;30,168724;2,37904;6,825493;-0,149597;-109,183167;800;8;0;9,998962;800;800;80;30,168724;30;0,381649;2,37904;30;100;6,825493;7;0;0;0;0;8;10;0;9,998962;10;100;-0,149597;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:36:54;30,168724;2,812199;6,826429;-0,109512;-109,183167;800;8;0;10,003952;800;800;80;30,168724;30;0,343123;2,812199;30;100;6,826429;7;0;0;0;0;8;10;0;10,003952;10;100;-0,109512;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:37:24;30,168724;2,965469;6,796487;-0,149597;-109,183167;800;8;0;10,0053;800;800;80;30,168724;30;0,530773;2,965469;30;100;6,796487;7;2,161455;0;0;0;8;10;0;10,0053;10;100;-0,149597;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:37:54;30,138779;3,072094;6,836254;-0,149597;-109,183167;800;8;0;10,006864;800;800;80;30,138779;30;0,495066;3,072094;30;100;6,836254;7;0;0;0;0;8;10;0;10,006864;10;100;-0,149597;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:38:24;30,144768;3,67852;6,823153;-0,109512;-109,183167;800;8;0;9,999084;800;800;80;30,144768;30;0,519015;3,67852;30;100;6,823153;7;0;0;0;0;8;10;0;9,999084;10;100;-0,109512;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:38:54;30,105835;9,229637;6,823153;-0,149597;-109,183167;800;8;0;10,003155;800;800;80;30,105835;30;0,859328;9,229637;30;100;6,823153;7;0;0;0;0;8;10;0;10,003155;10;100;-0,149597;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:39:24;30,069897;18,286011;6,826429;5,541016;-109,183167;671;8;0;4,895161;671;671,015808;67,101578;30,069897;30;0;18,286011;30;67,753952;6,826429;7;0;0;0;0;8;10;0;4,895161;4,894376;48,943756;5,541016;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:39:54;30,069897;23,670525;6,811925;-0,169617;-109,183167;529;8;0;0,499801;529;529,013916;52,901394;30,069897;30;0;23,670525;30;32,253471;6,811925;7;0;0;0;0;8;10;0;0,499801;0,5;5;-0,169617;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:40:24;30,066902;12,095158;6,837657;-0,149597;-109,183167;707,333313;8;0;6,333337;707,333313;707,363892;70,736389;30,066902;30;0;12,095158;30;76,840965;6,837657;7;0;0;0;0;8;10;0;6,333337;6,333153;63,331532;-0,149597;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:40:54;30,036957;6,544041;6,809586;-0,109512;-109,183167;800;8;0;9,964787;800;800;80;30,042946;30;0;6,550705;30;100;6,810989;7;2,025785;0;0;0;8;10;0;9,964787;10;100;-0,109512;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:41:24;30,033958;4,344921;6,810989;-0,169617;-109,183167;800;8;0;9,99357;800;800;80;30,033958;30;0;4,344921;30;100;6,810989;7;0;0;0;0;8;10;0;9,99357;10;100;-0,169617;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:41:54;30,033958;3,751823;6,797421;-0,209686;-109,183167;800;8;0;10,000537;800;800;80;30,033958;30;0;3,751823;30;100;6,797421;7;0;0;0;0;8;10;0;10,000537;10;100;-0,209686;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:42:24;30,036957;3,331993;6,797421;-0,149597;-109,183167;800;8;100;9,997107;800;800;80;30,042946;30;0;3,485264;30;100;6,796487;7;0;100;0;0;8;10;0;10,002002;10;100;-0,149597;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
04/10/2022 08:42:54;30,042946;2,392368;6,772626;-0,149597;-109,183167;800;8;100;9,996838;800;800;80;30,042946;30;0;2,392368;30;100;6,772626;7;2,011747;100;0;0;8;10;0;9,996838;10;100;-0,149597;0;0;-109,183167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
